AT;BE;BG;HR;CZ;DK_1;DK_2;EE;FI;FR;DE_LU;GR;HU;IT_CALA;IT_CNOR;IT_CSUD;IT_NORD;IT_SARD;IT_SICI;IT_SUD;LV;LT;NL;PL;PT;RO;SK;SI;ES;SE_1;SE_2;SE_3;SE_4
32.0;24.913;39.95;42.357;18.519;15.907;15.907;21.807;21.807;37.612;15.907;39.95;42.357;40.184;40.184;40.184;40.184;40.184;40.184;40.184;35.632999999999996;35.632999999999996;16.713;30.451;11.555;39.95;47.882999999999996;39.124;11.498999999999999;0.41200000000000003;0.41200000000000003;15.907;15.907
31.002999999999997;23.086000000000002;43.536;52.003;24.104;15.502;15.502;23.66;23.66;33.038;15.502;43.536;47.102999999999994;43.994;43.994;43.994;43.994;43.994;43.994;43.994;35.63;35.63;15.762;32.650999999999996;11.766;43.536;51.199;42.827;11.351;0.337;0.337;15.502;15.502
36.489999999999995;24.712;45.616;52.27;21.625999999999998;16.968;16.968;26.227999999999998;26.227999999999998;35.843;16.968;45.616;52.27;47.1;47.1;47.1;47.1;47.1;47.1;47.1;35.638;35.638;16.968;35.638;11.555;45.616;55.181;47.1;11.254999999999999;0.367;0.367;16.968;16.968
36.79;31.166000000000004;46.658;54.089999999999996;24.028;17.901;17.901;26.254;26.254;41.894;17.901;46.658;54.089999999999996;48.0;48.0;48.0;48.0;48.0;48.0;48.0;35.638999999999996;40.519;27.47;40.519;11.555;46.658;57.15;47.936;10.801;0.364;0.364;17.471;17.471
36.795;31.348000000000003;48.2;45.577;20.354;19.723;19.723;19.25;19.25;41.364999999999995;19.723;48.2;48.2;48.2;48.2;48.2;48.2;48.2;48.2;48.2;35.638;42.979;30.002999999999997;42.979;11.555;48.2;48.510000000000005;44.614999999999995;11.555;0.33599999999999997;0.33599999999999997;19.25;19.25
36.995;34.15;46.79;43.809;24.564;24.241999999999997;24.241999999999997;16.661;16.661;40.361000000000004;24.241999999999997;46.79;47.447;46.79;46.79;46.79;46.79;46.79;46.79;46.79;35.636;44.989;34.15;44.989;15.181000000000001;46.79;47.447;42.452;15.181000000000001;0.284;0.284;16.661;23.661
36.493;34.975;43.46;43.193;25.895999999999997;24.835;24.835;16.557;16.557;40.618;25.895999999999997;43.46;48.172000000000004;43.46;43.46;43.46;43.46;43.46;43.46;43.46;35.631;35.631;34.975;41.747;16.9;43.46;51.386;42.148;16.9;0.148;0.148;16.557;24.835
33.381;35.332;41.4;39.738;24.744;24.025;24.025;16.104;16.104;41.4;24.615000000000002;41.4;41.528;41.4;41.4;41.4;41.4;41.4;41.4;41.4;35.635000000000005;39.517;35.36;39.517;16.9;41.4;44.707;38.782;16.9;0.141;0.141;16.104;24.025
29.519;33.531;40.591;38.001;19.494999999999997;19.794;19.794;14.001;14.001;40.591;19.794;40.591;40.591;40.591;40.591;40.591;40.591;40.591;40.591;40.591;31.148000000000003;31.148000000000003;34.54;31.148000000000003;14.959;40.591;45.581;36.481;14.959;0.125;0.125;14.001;19.319
23.483;36.006;18.785;27.492;17.883000000000003;20.008000000000003;20.008000000000003;22.068;0.048;40.879000000000005;20.008000000000003;28.754;21.232;42.294;42.294;42.294;42.294;42.294;42.294;42.294;22.068;22.068;39.376;22.068;16.109;18.785;21.032;26.482;16.109;0.048;0.048;0.048;5.508
23.133000000000003;30.699;15.213999999999999;28.107999999999997;18.86;20.628999999999998;20.628999999999998;18.355;0.04;36.355000000000004;22.405;25.621;19.424;40.202999999999996;40.202999999999996;40.202999999999996;40.202999999999996;40.202999999999996;40.202999999999996;40.202999999999996;18.355;18.355;27.99;18.355;14.988;15.213999999999999;19.163;26.121;14.988;0.04;0.04;0.04;1.9010000000000002
23.104;29.160000000000004;13.907;29.351;18.788999999999998;17.469;17.469;18.264;0.044;36.375;22.855;23.6;19.037;37.5;37.5;37.5;37.5;37.5;37.5;37.5;18.264;18.264;24.14;18.264;12.9;13.907;18.852;26.662;12.9;0.044;0.044;0.044;1.907
22.281;27.165;16.521;27.677;20.168;15.522;15.522;13.472;0.076;32.144;22.726;21.912;20.28;36.466;36.466;36.466;36.466;36.466;36.466;36.466;19.782;19.782;23.807;19.782;12.089;16.521;20.168;25.756;12.089;0.076;0.076;0.076;0.076
20.413999999999998;25.172;17.471;23.818;18.582;14.553;14.553;13.475;0.11499999999999999;29.881999999999998;21.033;17.471;19.301;36.0;36.0;36.0;36.0;36.0;36.0;36.0;18.439;18.439;21.907;21.189;12.3;17.471;19.023;22.776;12.3;0.11499999999999999;0.11499999999999999;0.11499999999999999;0.11499999999999999
24.284;29.22;24.346;25.426;22.55;15.093;15.093;14.999;14.999;34.175;24.833000000000002;24.346;24.093;36.5;36.5;36.5;36.5;36.5;36.5;36.5;22.684;22.684;25.445;22.684;12.999;24.346;23.616;25.612000000000002;12.999;0.146;0.146;0.146;15.093
36.797000000000004;38.829;36.8;37.278;35.912;16.526;16.526;18.003;18.003;41.236000000000004;37.195;36.8;36.672000000000004;41.427;41.427;41.427;41.427;41.427;41.427;41.427;30.006;30.006;37.097;26.102999999999998;15.056000000000001;36.8;36.444;37.396;15.056000000000001;0.261;0.261;15.757;16.526
41.313;44.374;41.275999999999996;42.025999999999996;39.936;21.396;21.396;16.697;16.697;48.0;41.892;41.275999999999996;41.093;48.0;48.0;48.0;48.0;48.0;48.0;48.0;40.076;40.076;41.769;34.888;16.1;41.275999999999996;40.743;42.2;16.1;0.31;0.31;16.697;21.396
42.001999999999995;43.611000000000004;36.441;41.22;40.941;22.986;22.986;16.976;16.976;45.852;42.067;36.441;41.964999999999996;46.0;46.0;46.0;46.0;46.0;46.0;46.0;41.088;41.088;41.929;36.546;16.109;36.441;41.572;41.948;16.109;0.348;0.348;16.976;22.986
35.108;40.501;34.38;35.706;32.150999999999996;23.063;23.063;16.98;16.98;46.481;35.17;40.695;34.069;46.481;46.481;46.481;46.481;46.481;46.481;46.481;32.325;32.325;35.925;29.172000000000004;14.05;34.38;33.477;35.971;14.05;0.373;0.373;16.98;23.063
32.005;37.272000000000006;31.261000000000003;32.562;29.061;22.462;22.462;17.006999999999998;17.006999999999998;43.144;31.858999999999998;39.385000000000005;30.957;39.385000000000005;43.144;43.144;43.144;43.144;39.385000000000005;39.385000000000005;29.224;29.224;32.873000000000005;22.052;13.395;31.261000000000003;30.366000000000003;32.832;13.395;0.382;0.382;17.006999999999998;22.462
27.744;33.583999999999996;26.618000000000002;28.429000000000002;23.557;21.377000000000002;21.377000000000002;16.959;16.959;43.006;27.227999999999998;38.331;26.2;39.385000000000005;43.006;43.006;43.006;43.006;39.385000000000005;39.385000000000005;23.746000000000002;23.746000000000002;27.425;22.972;14.55;26.618000000000002;25.380000000000003;28.801;14.55;0.377;0.377;16.959;21.377000000000002
28.002999999999997;29.482999999999997;22.009;24.768;16.476;17.95;17.95;16.919999999999998;16.919999999999998;41.763999999999996;21.505000000000003;38.265;21.357;38.842;41.763999999999996;41.763999999999996;41.763999999999996;41.763999999999996;38.842;38.842;17.95;17.95;21.395;17.95;15.321000000000002;22.009;20.084;25.398;15.321000000000002;0.366;0.366;16.919999999999998;17.95
25.0;30.772000000000002;21.644;24.047;16.836000000000002;16.358;16.358;16.358;16.358;41.676;21.059;33.0;21.051;37.5;41.676;41.676;41.676;41.676;37.5;37.5;18.331;18.331;22.28;18.331;16.0;21.644;19.978;24.553;16.0;0.352;0.352;16.358;16.358
25.324;31.665;20.277;23.087;14.468;15.815000000000001;15.815000000000001;15.815000000000001;15.815000000000001;43.542;17.856;29.351999999999997;19.583000000000002;37.5;43.542;43.542;43.542;43.542;37.5;37.5;16.163;16.163;22.0;16.163;15.056000000000001;20.277;18.259;23.786;15.056000000000001;0.34199999999999997;0.34199999999999997;15.815000000000001;15.815000000000001
20.416999999999998;28.373;18.793;21.152;14.709999999999999;15.934999999999999;15.934999999999999;15.122;15.122;39.322;20.756;38.114;18.244;38.831;41.974000000000004;41.974000000000004;41.974000000000004;41.974000000000004;38.831;38.831;15.122;15.122;20.59;15.122;14.330000000000002;18.793;17.181;21.627000000000002;14.330000000000002;0.329;0.329;15.122;15.122
26.006;27.985000000000003;21.137;23.48;16.851;16.611;16.611;16.611;16.611;37.993;21.002000000000002;39.385000000000005;20.624000000000002;39.385000000000005;42.839999999999996;42.839999999999996;42.839999999999996;42.839999999999996;39.385000000000005;39.385000000000005;17.344;17.344;22.163;17.344;13.419;21.137;19.453;24.044;13.419;0.306;0.306;16.611;16.611
26.026999999999997;31.7;25.113;26.407;22.902;20.68;20.68;16.889;16.889;36.589999999999996;25.871;40.675;24.822;40.675;43.6;43.6;43.6;43.6;40.675;40.675;23.102;23.102;26.219;23.102;13.225;25.113;24.199;26.671;13.225;0.309;0.309;16.889;20.68
30.622000000000003;36.851;30.595999999999997;32.155;27.951;21.243000000000002;21.243000000000002;20.0;20.0;44.096;31.926;30.595999999999997;30.247000000000003;39.385000000000005;44.4;44.4;44.4;44.4;39.385000000000005;39.385000000000005;28.197000000000003;28.197000000000003;32.114;28.197000000000003;13.0;30.595999999999997;29.531;32.462;13.0;0.353;0.353;16.919;21.243000000000002
38.323;41.635000000000005;38.042;38.923;36.497;21.486;21.486;22.308;22.308;45.839;38.792;38.042;37.826;41.427;45.839;45.839;45.839;45.839;41.427;41.427;32.327999999999996;36.649;38.914;36.649;14.55;38.042;37.418;39.1;14.55;0.38;0.38;16.762999999999998;21.486
39.512;43.385000000000005;40.594;41.179;39.769999999999996;21.613;21.613;18.924;18.924;46.138;41.089;40.594;40.423;41.819;46.138;46.138;46.138;46.138;41.819;41.819;32.325;32.325;41.646;39.905;16.587;40.594;40.217;41.244;16.587;0.39;0.39;16.008000000000003;21.613
41.225;43.218;42.013;42.269999999999996;41.861000000000004;22.607;22.607;19.727;19.727;44.177;42.259;42.013;42.013;42.994;44.177;44.177;44.177;44.177;42.994;42.994;32.323;32.323;42.647000000000006;41.763999999999996;16.912;42.013;41.966;42.286;16.912;0.383;0.383;1.032;1.032
39.868;43.238;41.819;41.964999999999996;41.049;22.6;22.6;18.791;18.791;44.686;41.611000000000004;41.819;41.632999999999996;41.819;44.686;44.686;44.686;44.686;41.819;41.819;40.611000000000004;40.611000000000004;42.279;40.344;16.912;41.819;41.632999999999996;41.964999999999996;16.912;0.335;0.335;0.335;0.335
37.199;39.553;36.676;37.363;35.442;21.106;21.106;14.428;14.428;42.919;37.2;36.676;36.504000000000005;41.427;42.919;42.222;42.919;42.222;41.427;41.427;32.324;32.324;37.016000000000005;25.819;16.2;36.676;36.181;37.524;16.2;0.262;0.262;0.262;0.262
35.0;35.0;35.0;35.0;35.0;16.176;0.272;13.313999999999998;13.313999999999998;35.0;35.0;40.614;35.0;40.614;40.614;40.614;40.614;40.614;40.614;40.614;28.031;28.031;35.0;28.011000000000003;15.663;35.0;35.0;35.0;15.663;0.272;0.272;0.272;0.272
28.305;29.03;28.144;28.363;27.758;17.637;0.22999999999999998;11.924;11.924;30.055;28.347;40.061;28.091;40.061;40.061;40.061;40.061;40.061;40.061;40.061;14.325;14.325;28.195999999999998;20.826;15.09;28.144;27.988999999999997;28.405;15.09;0.22999999999999998;0.22999999999999998;0.22999999999999998;0.22999999999999998
22.415;30.299;18.631;21.067;13.734;15.796000000000001;0.22799999999999998;11.358;11.358;37.576;22.131999999999998;28.78;18.097;37.729;37.729;37.729;37.729;37.729;37.729;37.729;14.221;14.221;23.35;14.221;15.1;18.631;16.837;21.628;15.1;0.22799999999999998;0.22799999999999998;0.22799999999999998;0.22799999999999998
19.646;30.613;17.44;20.005000000000003;11.886;15.513;0.24300000000000002;10.909;10.909;36.150999999999996;21.681;28.78;16.865000000000002;36.417;36.417;36.417;36.417;36.417;36.417;36.417;12.494;12.494;24.774;12.494;15.461000000000002;17.44;15.433000000000002;20.648;15.461000000000002;0.24300000000000002;0.24300000000000002;0.24300000000000002;0.24300000000000002
18.468;27.916000000000004;16.981;19.225;12.333;14.602;0.254;12.802000000000001;12.802000000000001;34.05;20.312;36.0;16.464;36.0;36.0;36.0;36.0;36.0;36.0;36.0;12.802000000000001;12.802000000000001;22.101;12.028;15.663;16.981;15.277000000000001;19.750999999999998;15.663;0.254;0.254;0.254;0.254
19.141;28.214999999999996;17.515;20.168;13.677000000000001;13.607;0.238;14.09;14.09;35.305;20.986;35.6;17.556;35.6;35.6;35.6;35.6;35.6;35.6;35.6;14.09;14.09;21.990000000000002;10.718;16.0;17.515;16.418;20.695;16.0;0.238;0.238;0.238;0.238
24.002000000000002;24.651;23.999000000000002;24.163;23.719;13.196000000000002;0.246;17.446;17.446;25.413;24.195;35.4;23.962;36.288;36.288;36.288;36.288;36.288;36.288;36.288;23.737000000000002;23.737000000000002;24.056;10.954;16.662;23.999000000000002;23.886000000000003;24.196;16.662;0.246;0.246;0.246;0.246
23.424;28.242;22.404;23.605;20.0;14.597;0.999;19.445;19.445;30.695999999999998;24.714;37.9;22.198;37.9;38.424;37.9;38.424;37.9;37.9;37.9;20.284;20.284;25.822000000000003;12.696;15.191999999999998;22.404;21.568;23.875;15.191999999999998;0.29900000000000004;0.29900000000000004;0.29900000000000004;0.29900000000000004
24.003999999999998;24.812;23.852;24.096;23.446;14.99;1.119;18.969;18.969;25.917;24.143;32.5;23.801;32.5;39.718;39.718;39.718;39.718;32.5;32.5;20.136000000000003;20.136000000000003;23.919999999999998;12.245000000000001;14.9;23.852;23.692;24.141;14.9;0.316;0.316;0.316;0.316
20.003;25.676;16.091;18.984;11.075;14.322999999999999;0.33199999999999996;14.85;14.85;38.169;17.983;33.174;15.501;33.174;38.169;38.169;38.169;38.169;33.174;33.174;14.85;14.85;15.333000000000002;11.511;13.84;16.091;14.151;19.557;13.84;0.33199999999999996;0.33199999999999996;0.33199999999999996;0.33199999999999996
14.662;22.2;13.344;15.790000000000001;9.311;10.76;0.327;14.999;14.999;34.796;15.472;24.863999999999997;12.825999999999999;23.547;36.911;36.911;36.911;36.911;23.547;23.547;14.999;14.999;10.76;9.504999999999999;13.413;13.344;11.67;16.244999999999997;13.413;0.327;0.327;0.327;0.327
12.59;20.419999999999998;11.414;13.681999999999999;6.999;10.681999999999999;0.307;14.475;14.475;31.68;13.651;24.863999999999997;10.876000000000001;21.36;34.839999999999996;34.839999999999996;34.839999999999996;34.839999999999996;21.36;21.36;14.475;14.475;10.681999999999999;8.376000000000001;13.425;11.414;9.817;14.146;13.425;0.307;0.307;0.307;0.307
9.399;20.775;9.629999999999999;12.054;2.737;6.470999999999999;0.277;14.531;14.531;35.29;9.354000000000001;25.16;8.881;16.084;35.29;35.29;35.29;35.29;16.084;16.084;14.531;14.531;6.470999999999999;8.387;13.756;9.629999999999999;7.976000000000001;12.493;13.756;0.277;0.277;0.277;0.277
8.372;19.422;8.735;10.776;2.8;1.8679999999999999;0.24100000000000002;14.658000000000001;14.658000000000001;31.21;7.435;19.657;8.056999999999999;16.084;31.21;31.21;31.21;31.21;16.084;16.084;14.658000000000001;14.658000000000001;2.641;8.434999999999999;13.915000000000001;8.735;7.2829999999999995;11.153;13.915000000000001;0.24100000000000002;0.24100000000000002;0.24100000000000002;0.24100000000000002
19.423;14.285;10.106;13.041;1.011;0.088;0.157;15.0;15.0;30.0;2.194;16.052;9.211;16.052;30.0;30.0;30.0;30.0;16.052;16.052;15.0;15.0;-0.6849999999999999;8.995000000000001;13.871;10.106;7.945;13.74;13.871;0.157;0.157;0.157;0.157
5.720000000000001;13.475;10.120000000000001;11.09;0.195;0.089;0.153;18.151;18.151;30.288;1.194;15.297;9.114;15.297;30.288;30.288;30.288;30.288;15.297;15.297;18.151;18.151;-3.066;8.984;13.425;10.120000000000001;9.333;11.03;13.425;0.153;0.153;0.153;0.153
7.309;13.881;14.135;13.927000000000001;1.566;0.305;0.24;18.206;18.206;31.162;1.6030000000000002;25.149;12.619;27.380000000000003;31.162;27.380000000000003;31.162;27.380000000000003;27.380000000000003;27.380000000000003;18.206;18.206;0.0;9.036;12.95;14.135;13.309999999999999;13.561000000000002;12.95;0.24;0.24;0.24;0.24
9.998999999999999;19.261000000000003;13.568999999999999;14.813999999999998;3.732;5.1850000000000005;0.274;16.332;16.332;35.598;6.484;25.149;12.436;35.598;35.598;35.598;35.598;35.598;35.598;35.598;16.332;16.332;5.49;10.891;12.95;13.568999999999999;12.352;14.813999999999998;12.95;0.274;0.274;0.274;0.274
12.096;19.357;16.022;16.198;8.431000000000001;9.001999999999999;0.318;16.078;16.078;28.238;9.001999999999999;24.2;15.062000000000001;40.0;40.0;40.0;40.0;40.0;40.0;40.0;16.078;16.078;15.01;14.385;13.413;16.022;15.318000000000001;16.005000000000003;13.413;0.318;0.318;0.318;0.318
14.940000000000001;24.993000000000002;20.088;20.116;8.629000000000001;9.498000000000001;0.356;16.815;16.815;37.37;9.498000000000001;22.599;18.563;42.306;42.306;42.306;42.306;42.306;42.306;42.306;16.815;16.815;19.48;16.815;13.850999999999999;20.088;19.137;19.799;13.850999999999999;0.356;0.356;0.356;0.356
18.521;28.375999999999998;24.101;23.152;12.094;10.086;1.9929999999999999;15.623;15.623;35.886;10.086;24.101;22.381999999999998;44.382999999999996;44.382999999999996;44.382999999999996;44.382999999999996;44.382999999999996;44.382999999999996;44.382999999999996;15.623;15.623;24.990000000000002;15.623;16.109;24.101;23.432;22.653;16.109;0.35;0.35;1.9929999999999999;1.9929999999999999
17.94;27.922000000000004;24.101;22.615000000000002;12.5;9.465;1.205;17.838;17.838;32.21;10.059000000000001;24.101;22.533;46.079;46.079;46.079;46.079;46.079;46.079;46.079;17.838;17.838;34.7;17.838;17.556;24.101;23.933;21.993000000000002;17.556;0.335;0.335;1.205;1.205
20.003;30.092000000000002;17.512;19.616999999999997;10.498999999999999;11.306000000000001;0.307;17.457;17.457;39.271;12.016;24.2;16.744999999999997;44.949;44.949;44.949;44.949;44.949;44.949;44.949;17.457;17.457;30.336000000000002;17.457;17.985;17.512;16.054;19.974;17.985;0.307;0.307;0.307;0.307
12.783;29.151;12.664;14.886000000000001;5.651;7.989;0.22799999999999998;12.748999999999999;12.748999999999999;37.685;7.989;25.149;11.891;44.372;44.372;44.372;44.372;44.372;44.372;44.372;12.748999999999999;12.748999999999999;35.82;12.748999999999999;16.5;12.664;11.141;15.224;16.5;0.22799999999999998;0.22799999999999998;0.22799999999999998;0.22799999999999998
11.227;22.687;9.77;11.729000000000001;4.308;7.712000000000001;0.175;8.473;8.473;29.988999999999997;7.712000000000001;24.466;9.156;38.936;38.936;38.936;38.936;38.936;38.936;38.936;8.473;8.473;27.3;8.473;15.395;9.77;8.412;12.068999999999999;15.395;0.175;0.175;0.175;0.175
6.726999999999999;19.342;4.075;6.4590000000000005;0.202;4.932;0.149;7.064;7.064;25.107;4.932;17.967;3.5380000000000003;37.419;37.419;37.419;37.419;37.419;37.419;37.419;7.064;7.064;24.990000000000002;8.845;14.999;4.075;2.473;6.93;14.999;0.149;0.149;0.149;0.149
6.793000000000001;19.518;4.117;6.543000000000001;0.195;5.003;0.135;9.443000000000001;9.443000000000001;25.41;5.003;16.915;3.571;38.534;38.534;38.534;38.534;38.534;38.534;38.534;9.443000000000001;9.443000000000001;24.211000000000002;8.843;15.0;4.117;2.481;7.008;15.0;0.135;0.135;0.135;0.135
4.858;15.133000000000001;2.959;4.606;0.32799999999999996;3.1390000000000002;0.141;0.34900000000000003;0.34900000000000003;17.65;3.1390000000000002;16.915;2.5949999999999998;38.335;38.335;38.335;38.335;38.335;38.335;38.335;0.34900000000000003;0.34900000000000003;22.3;8.812000000000001;15.0;2.959;1.847;4.93;15.0;0.141;0.141;0.141;0.141
7.6;15.419;6.118;7.420999999999999;4.042;6.331;0.123;3.914;3.914;17.647;6.331;16.915;5.831;38.442;38.442;38.442;38.442;38.442;38.442;38.442;3.914;3.914;20.386000000000003;8.001000000000001;15.313999999999998;6.118;5.237;7.669;15.313999999999998;0.123;0.123;0.123;0.123
7.013;14.158000000000001;5.414;6.81;3.761;5.857;0.101;3.646;3.646;16.206;5.857;16.915;5.414;37.0;37.0;37.0;37.0;37.0;37.0;37.0;3.646;3.646;19.72;7.814;15.395;5.414;4.865;7.061;15.395;0.101;0.101;0.101;0.101
7.566;14.469;5.904999999999999;7.404999999999999;4.122;6.767;0.13999999999999999;4.093;4.093;17.294999999999998;6.767;35.1;5.904999999999999;36.661;36.661;36.661;36.661;36.661;36.661;36.661;4.093;4.093;18.46;7.656999999999999;15.313999999999998;5.904999999999999;5.331;7.6530000000000005;15.313999999999998;0.13999999999999999;0.13999999999999999;0.13999999999999999;0.13999999999999999
5.327;14.863999999999999;3.439;5.151;0.636;4.189;0.146;9.386;9.386;18.549;4.189;35.1;3.0460000000000003;36.1;36.1;36.1;36.1;36.1;36.1;36.1;9.386;9.386;18.46;7.351999999999999;14.401;3.439;2.27;5.464;14.401;0.146;0.146;0.146;0.146
4.0969999999999995;10.652;2.561;4.021;0.11399999999999999;3.675;0.491;13.325;13.325;15.472999999999999;3.675;31.73;2.213;31.73;31.73;31.73;31.73;31.73;31.73;31.73;13.325;13.325;9.8;7.114;12.543000000000001;2.561;1.548;4.294;12.543000000000001;0.157;0.157;0.157;0.157
3.871;11.51;2.493;3.85;0.29;3.0010000000000003;1.458;13.303999999999998;13.303999999999998;15.181999999999999;3.0010000000000003;22.706;2.1719999999999997;22.706;22.706;22.706;22.706;22.706;22.706;22.706;13.303999999999998;13.303999999999998;15.580000000000002;6.333;11.905;2.493;1.525;4.112;11.905;0.19;0.19;0.19;0.19
4.122;12.731;2.654;4.0520000000000005;0.378;3.008;3.008;14.142;14.142;15.916999999999998;3.008;18.399;2.325;18.399;18.399;18.399;18.399;18.399;18.399;18.399;14.142;14.142;18.975;5.651;11.68;2.654;1.6480000000000001;4.336;11.68;0.22599999999999998;0.22599999999999998;0.22599999999999998;0.22599999999999998
4.14;10.0;3.31;4.779;0.8300000000000001;4.977;4.977;14.552000000000001;14.552000000000001;16.661;4.977;16.661;2.943;16.661;16.661;16.661;16.661;16.661;16.661;16.661;14.552000000000001;14.552000000000001;4.977;5.24;11.822;3.31;2.2640000000000002;5.064;11.822;0.271;0.271;0.327;0.327
4.366;22.0;3.076;4.449;0.8109999999999999;2.0;2.0;14.555000000000001;14.555000000000001;17.666999999999998;2.0;17.666999999999998;2.759;17.666999999999998;17.666999999999998;17.666999999999998;17.666999999999998;17.666999999999998;17.666999999999998;17.666999999999998;14.555000000000001;14.555000000000001;5.227;4.737;12.0;3.076;2.073;4.742;12.0;0.288;0.288;0.288;0.288
3.493;15.8;2.133;3.4189999999999996;0.03;1.9140000000000001;1.9140000000000001;13.947999999999999;13.947999999999999;14.892;1.9140000000000001;14.892;1.834;14.892;14.892;14.892;14.892;14.892;14.892;14.892;13.947999999999999;13.947999999999999;3.4130000000000003;5.122;12.543000000000001;2.133;1.207;3.726;12.543000000000001;0.21800000000000003;0.21800000000000003;0.21800000000000003;0.21800000000000003
3.18;16.72;2.048;3.08;0.391;1.185;1.185;15.315000000000001;15.315000000000001;13.096;1.185;14.86;1.813;14.86;14.86;14.86;14.86;14.86;14.86;14.86;15.315000000000001;15.315000000000001;10.001999999999999;5.5280000000000005;12.543000000000001;2.048;1.303;3.321;12.543000000000001;0.217;0.217;0.217;0.217
3.3289999999999997;13.66;2.067;3.261;0.123;2.131;2.131;17.881;17.881;13.699000000000002;2.131;15.491999999999999;1.794;15.491999999999999;15.491999999999999;15.491999999999999;15.491999999999999;15.491999999999999;15.491999999999999;15.491999999999999;17.881;17.881;5.512;5.64;11.906;2.067;1.228;3.536;11.906;0.256;0.256;0.256;0.256
4.268;10.115;2.791;4.1899999999999995;0.475;4.029;4.029;25.997000000000003;25.997000000000003;15.158000000000001;4.029;27.522000000000002;2.463;27.522000000000002;27.522000000000002;27.522000000000002;27.522000000000002;27.522000000000002;27.522000000000002;27.522000000000002;25.997000000000003;25.997000000000003;10.0;6.578;11.754000000000001;2.791;1.823;4.452;11.754000000000001;0.369;0.369;0.389;0.389
8.65;18.0;7.3180000000000005;8.565000000000001;5.247;7.711;7.711;29.141000000000002;29.141000000000002;19.28;7.711;24.834;7.0280000000000005;36.288;36.288;36.288;36.288;36.288;36.288;36.288;29.141000000000002;29.141000000000002;15.918000000000001;7.537000000000001;11.662;7.3180000000000005;6.481;8.805;11.662;0.508;0.508;5.273;5.273
16.146;24.183;14.186000000000002;16.066;11.091;15.713;15.713;23.429;23.429;30.564999999999998;15.713;24.466;13.745;41.064;41.064;41.064;41.064;41.064;41.064;41.064;23.429;23.429;23.0;11.2;11.822;14.186000000000002;12.961000000000002;16.389;11.822;0.5;0.5;11.2;11.2
32.213;32.213;32.213;32.213;32.213;32.213;32.213;29.149;29.149;32.213;32.213;32.213;32.213;42.574;42.574;42.574;42.574;42.574;42.574;42.574;29.149;29.149;32.213;18.343;12.2;32.213;32.213;32.213;12.2;0.504;0.504;16.113999999999997;16.113999999999997
36.989999999999995;36.989999999999995;36.989999999999995;36.989999999999995;36.989999999999995;36.989999999999995;36.989999999999995;32.112;32.112;36.989999999999995;36.989999999999995;36.989999999999995;36.989999999999995;44.183;44.183;44.183;44.183;44.183;44.183;44.183;32.112;32.112;36.989999999999995;20.936;15.321000000000002;36.989999999999995;36.989999999999995;36.989999999999995;15.321000000000002;0.49400000000000005;0.49400000000000005;16.297;16.297
37.807;37.807;37.807;37.807;37.807;37.807;37.807;34.239;34.239;37.807;37.807;37.807;37.807;45.846;45.846;45.846;45.846;45.846;45.846;45.846;34.239;34.239;37.807;20.936;17.109;37.807;37.807;37.807;17.109;0.397;0.397;16.044;16.044
38.894999999999996;39.001999999999995;38.974000000000004;38.989;38.967;38.917;38.917;29.648000000000003;29.648000000000003;39.045;38.917;38.974000000000004;38.974000000000004;43.515;43.515;43.515;43.515;43.515;43.515;43.515;29.648000000000003;29.648000000000003;38.988;20.936;18.4;38.974000000000004;38.971;38.989;18.4;0.372;0.372;15.456999999999999;15.456999999999999
37.152;37.171;25.756999999999998;35.501999999999995;37.355000000000004;37.192;37.192;28.869;28.869;37.126;37.192;25.756999999999998;37.980000000000004;42.733;42.733;42.733;42.733;42.733;42.733;42.733;28.869;28.869;37.192;16.22;16.662;25.756999999999998;37.638;36.583999999999996;16.662;0.32999999999999996;0.32999999999999996;0.32999999999999996;0.32999999999999996
32.007999999999996;32.007999999999996;32.007999999999996;32.007999999999996;32.007999999999996;32.007999999999996;32.007999999999996;30.796;30.796;32.007999999999996;32.007999999999996;32.007999999999996;32.007999999999996;38.45;38.45;38.45;38.45;38.45;38.45;38.45;30.796;30.796;32.007999999999996;14.758000000000001;16.467;32.007999999999996;32.007999999999996;32.007999999999996;16.467;0.306;0.306;0.306;0.306
27.798000000000002;27.799;27.558;27.752999999999997;27.804000000000002;27.8;27.8;27.808999999999997;27.808999999999997;27.798000000000002;27.8;27.558;27.818;36.106;36.106;36.106;36.106;36.106;36.106;36.106;27.808999999999997;27.808999999999997;27.8;14.334;15.818000000000001;27.558;27.813;27.782999999999998;15.818000000000001;0.29;0.29;0.29;0.29
27.589;27.587;25.158;27.113999999999997;27.637;27.593;27.593;24.612000000000002;24.612000000000002;27.574;27.595999999999997;25.158;27.774;34.461;34.461;34.461;34.461;34.461;34.461;34.461;24.612000000000002;24.612000000000002;27.593;14.034;15.313999999999998;25.158;27.724;27.419;15.313999999999998;0.28500000000000003;0.28500000000000003;0.28500000000000003;0.28500000000000003
26.919999999999998;26.919;24.515;26.492;26.964;26.924;26.924;23.408;23.408;26.906;26.927;24.515;27.089999999999996;36.007999999999996;36.007999999999996;36.007999999999996;36.007999999999996;36.007999999999996;36.007999999999996;36.007999999999996;23.408;23.408;26.924;13.921000000000001;13.506;24.515;27.042;26.764999999999997;13.506;0.28300000000000003;0.28300000000000003;0.28300000000000003;0.28300000000000003
