AT;BE;BG;HR;CZ;DK_1;DK_2;EE;FI;FR;DE_LU;GR;HU;IE_SEM;IT_CALA;IT_CNOR;IT_CSUD;IT_NORD;IT_SARD;IT_SICI;IT_SUD;LV;LT;NL;PL;PT;RO;SK;SI;ES;SE_1;SE_2;SE_3;SE_4
9.019;9.028;7.108;8.589;9.07;9.036;9.036;7.882;7.882;9.019;9.036;7.108;9.190999999999999;8.593;5.9270000000000005;9.019;5.9270000000000005;9.019;5.9270000000000005;5.9270000000000005;5.9270000000000005;7.882;7.882;9.033;13.419999999999998;9.3;7.108;9.137;8.856;9.019;8.006;8.006;8.006;8.006
9.559999999999999;9.559999999999999;5.9270000000000005;9.522;9.564;9.561;9.561;8.006;8.006;9.559999999999999;9.561;5.9270000000000005;9.574;7.9;9.299;9.559999999999999;9.299;9.559999999999999;9.299;9.299;9.299;8.006;8.006;9.561;12.806999999999999;9.8;5.9270000000000005;9.57;9.546;9.3;8.315999999999999;8.315999999999999;8.315999999999999;8.315999999999999
10.86;10.86;9.299;10.86;10.86;10.86;9.102;8.315999999999999;8.315999999999999;10.86;10.86;9.299;10.86;9.5;10.86;10.86;10.86;10.86;10.86;10.86;10.86;9.568000000000001;9.568000000000001;10.86;13.517;11.767;9.299;10.86;10.86;9.8;8.458;8.458;9.102;9.102
14.16;13.834999999999999;10.86;14.408000000000001;14.277000000000001;13.812999999999999;13.481;10.463;9.102;13.884;13.812999999999999;10.861;14.581;13.522;17.329;17.778;17.329;17.778;17.329;17.329;17.329;10.86;10.86;13.812999999999999;15.238999999999999;13.267;10.86;14.581;14.338999999999999;11.767;8.997;8.997;13.265;13.481
16.404;15.6;14.568999999999999;17.234;16.767;15.472999999999999;15.472999999999999;11.78;11.78;15.719999999999999;15.472999999999999;14.568999999999999;17.65;16.227;17.329;18.634999999999998;18.634999999999998;18.634999999999998;18.634999999999998;17.329;17.637;15.238999999999999;15.238999999999999;15.6;19.511000000000003;14.184000000000001;14.568999999999999;17.65;17.106;13.267;9.275;9.275;14.994;15.102
17.009999999999998;18.778;17.637;18.278;17.433;16.533;16.533;14.940000000000001;11.770999999999999;18.166999999999998;16.533;17.637;18.306;16.587;17.329;23.0;23.0;23.0;23.0;17.329;17.5;15.102;15.102;22.0;19.505000000000003;14.144;17.637;18.306;18.306;14.184000000000001;9.961;9.961;16.053;16.136000000000003
16.476;18.482;18.306;17.591;16.949;16.041999999999998;15.657;16.915;9.997;17.794;16.041999999999998;18.306;17.821;16.752000000000002;16.5;22.0;22.0;22.0;22.0;16.5;16.5;16.915;16.915;22.2;19.615000000000002;12.53;18.306;17.999000000000002;17.591;14.144;9.745999999999999;9.745999999999999;15.577000000000002;15.657
16.651;15.893;16.951;16.844;16.516;15.472999999999999;15.102;15.657;9.745999999999999;15.858;15.472999999999999;16.951;17.424;16.5;5.62;19.611;19.611;19.611;19.611;5.62;5.62;15.657;15.657;16.352;19.483;10.1;16.951;17.655;16.78;12.53;9.822;9.822;14.994;15.102
16.006;14.76;16.244;16.336000000000002;15.901;14.645;14.294;14.937999999999999;10.779;14.850999999999999;14.645;16.244;16.918;16.046;5.92;18.747999999999998;18.747999999999998;18.747999999999998;18.747999999999998;5.92;5.92;15.102;15.102;14.76;19.544999999999998;9.76;16.244;17.224;16.19;10.1;10.434000000000001;10.434000000000001;14.190999999999999;14.294
15.611;14.196000000000002;16.147;15.987;15.499;14.122;14.007;14.294;11.862;14.312999999999999;14.122;15.998;16.619;16.3;5.0;18.000999999999998;18.000999999999998;18.000999999999998;18.000999999999998;5.0;5.0;14.294;14.294;14.125;19.511000000000003;9.55;16.147;16.95;15.818000000000001;9.76;10.956999999999999;10.956999999999999;14.007;14.007
15.668000000000001;14.244;15.666;16.162;15.543000000000001;14.168000000000001;13.997;14.934000000000001;14.007;14.363;14.168000000000001;14.619;16.631999999999998;16.9;5.0;17.875999999999998;17.875999999999998;17.875999999999998;17.875999999999998;5.0;5.0;16.91;16.91;14.168000000000001;19.581;9.26;15.666;17.002000000000002;15.925;9.55;12.672;12.672;13.997;13.997
15.933000000000002;14.565999999999999;15.266;16.395;15.822999999999999;14.541;14.191999999999998;13.997;13.997;14.648;14.541;14.513;16.838;16.8;5.279999999999999;18.537;18.537;18.537;18.537;5.279999999999999;5.279999999999999;13.997;13.997;14.541;19.602;9.2;15.266;17.178;16.169;9.26;12.665000000000001;12.665000000000001;14.191999999999998;14.191999999999998
15.706;14.648;16.246000000000002;16.461000000000002;15.883000000000001;14.591999999999999;14.241999999999999;14.930000000000001;14.191999999999998;14.75;14.591999999999999;16.246000000000002;16.906;16.98;13.953999999999999;18.747999999999998;18.747999999999998;18.747999999999998;18.747999999999998;13.953999999999999;13.953999999999999;16.911;16.911;14.591999999999999;19.678;9.8;16.246000000000002;17.301;16.238999999999997;9.2;12.529;12.529;14.241999999999999;14.241999999999999
15.397;14.145;16.892;16.162;15.759;14.011000000000001;13.931000000000001;14.241999999999999;14.241999999999999;14.315999999999999;14.05;16.892;16.630000000000003;18.0;15.5;19.611;19.611;19.611;19.611;15.5;15.5;16.919999999999998;16.919999999999998;14.011000000000001;19.906;13.328;16.892;17.014;15.933000000000002;9.8;11.978;11.978;13.931000000000001;13.931000000000001
15.869;14.790000000000001;16.619;16.627000000000002;16.094;14.634;14.634;13.931000000000001;13.931000000000001;14.902000000000001;14.634;16.619999999999997;17.086000000000002;19.9;16.5;20.654;20.654;20.654;20.654;16.5;16.5;13.931000000000001;13.931000000000001;14.790000000000001;19.994;14.474;16.619;17.478;16.405;13.328;11.672;11.672;14.283000000000001;14.283000000000001
15.322999999999999;14.474;17.071;16.329;15.524000000000001;13.88;13.708000000000002;14.283000000000001;14.283000000000001;14.474;14.044999999999998;17.071;16.774;18.997;16.5;19.611;19.611;19.611;19.611;16.5;16.5;14.283000000000001;14.283000000000001;14.474;19.841;14.107;17.071;17.191;16.116;14.474;10.748000000000001;10.748000000000001;13.708000000000002;13.708000000000002
14.878;14.107;16.774;15.736;14.857;12.443999999999999;12.145999999999999;16.916999999999998;16.916999999999998;14.107;12.443999999999999;16.774;16.152;18.0;17.329;19.1;19.1;19.1;19.1;17.329;17.329;16.916999999999998;16.916999999999998;13.01;19.947;12.484;16.774;16.526;15.568000000000001;14.107;11.006;11.006;12.145999999999999;12.145999999999999
13.85;12.484;16.152;14.523;13.678;10.615;10.564;14.934999999999999;14.934999999999999;12.484;10.615;21.628;15.132;16.225;16.5;18.522;18.522;18.522;18.522;16.5;16.5;14.934999999999999;14.934999999999999;12.281;19.503999999999998;10.965;16.152;15.588999999999999;14.216;12.484;10.564;10.564;10.564;10.564
11.508;10.190000000000001;15.132;12.171;11.406;8.653;8.653;10.564;10.564;10.190000000000001;8.653;22.874000000000002;12.709;15.050999999999998;16.5;18.208000000000002;18.208000000000002;18.208000000000002;18.208000000000002;16.5;16.5;10.564;10.564;10.190000000000001;16.665;9.28;15.132;13.135;11.905;10.965;8.653;8.653;8.653;8.653
10.873000000000001;8.336;12.718;11.606;10.418000000000001;8.129999999999999;7.935;14.203999999999999;14.203999999999999;8.584999999999999;8.129999999999999;16.5;11.628;9.6;15.5;17.508000000000003;17.508000000000003;17.508000000000003;17.508000000000003;15.5;15.5;14.203999999999999;14.203999999999999;8.2;15.956;6.43;12.718;11.628;11.512;9.28;7.935;7.935;7.935;7.935
7.119;4.462;11.628;7.586;6.7829999999999995;4.296;4.491;10.568999999999999;10.568999999999999;4.737;4.296;15.5;8.171;3.2;14.3;14.3;14.3;14.3;14.3;14.3;14.3;10.568999999999999;10.568999999999999;4.296;12.684000000000001;3.5;11.628;8.171;7.586;6.43;5.577;5.577;5.577;5.577
2.162;0.564;8.107;2.577;1.948;0.5;4.203;8.706999999999999;8.706999999999999;0.741;0.5;22.85;2.783;2.1;12.813999999999998;12.813999999999998;12.813999999999998;12.813999999999998;12.813999999999998;12.813999999999998;12.813999999999998;8.706999999999999;8.706999999999999;0.5;12.142;0.8;8.107;2.783;2.394;3.5;4.203;4.203;4.203;4.203
0.525;0.031;2.783;0.682;0.5429999999999999;0.016;2.773;5.269;5.269;0.089;0.016;26.912;0.8220000000000001;1.623;10.0;10.0;10.0;10.0;10.0;10.0;10.0;5.269;5.269;0.0;11.503;0.41600000000000004;2.783;0.93;0.597;0.8;2.773;2.773;2.773;2.773
0.762;0.027000000000000003;0.8119999999999999;0.9949999999999999;0.791;0.008;2.5170000000000003;3.185;3.185;0.11499999999999999;0.008;25.1;1.2029999999999998;0.9199999999999999;10.0;10.0;10.0;10.0;10.0;10.0;10.0;3.185;3.185;-0.033;9.609;0.41600000000000004;0.8119999999999999;1.363;0.869;0.41600000000000004;2.5170000000000003;2.5170000000000003;2.5170000000000003;2.5170000000000003
0.22599999999999998;-0.008;1.1869999999999998;0.251;0.196;0.001;2.257;2.5170000000000003;2.5170000000000003;0.008;0.001;25.1;0.302;0.5;10.0;10.0;10.0;10.0;10.0;10.0;10.0;2.5170000000000003;2.5170000000000003;-0.023;9.242;0.41600000000000004;1.1869999999999998;0.339;0.221;0.41600000000000004;2.257;2.257;2.257;2.257
2.295;-0.10400000000000001;0.298;2.295;1.5150000000000001;0.004;2.549;2.257;2.257;0.008;0.004;13.395;2.295;0.3;10.5;10.5;10.5;10.5;10.5;10.5;10.5;2.257;2.257;0.0;9.238;0.553;0.298;2.295;2.295;0.41600000000000004;2.549;2.549;2.549;2.549
11.876999999999999;0.28900000000000003;2.295;9.001000000000001;5.7;0.275;2.66;4.196;4.196;0.553;0.275;27.058;9.431999999999999;2.947;13.1;13.1;13.1;13.1;13.1;13.1;13.1;4.196;4.196;0.259;10.736;6.437;2.295;8.818999999999999;8.672;0.553;2.66;2.66;2.66;2.66
16.500999999999998;6.0009999999999994;9.176;15.597999999999999;11.39;5.788;4.854;6.581;6.581;6.437;5.788;27.029000000000003;17.024;8.637;19.0;19.0;19.0;19.0;19.0;19.0;19.0;6.581;6.581;5.731;12.805000000000001;9.998999999999999;9.176;17.134;14.843;6.437;4.854;4.854;4.854;4.854
17.698;9.429;16.997999999999998;18.685;15.541;9.111;7.148999999999999;11.759;11.462;9.998999999999999;9.111;27.012;20.613;15.883000000000001;20.856;20.856;20.856;20.856;20.856;20.856;20.856;11.759;11.759;9.111;13.827000000000002;13.902000000000001;16.997999999999998;21.538999999999998;17.698;9.998999999999999;7.148999999999999;7.148999999999999;7.148999999999999;7.148999999999999
18.199;14.199000000000002;20.598;19.772;16.602;12.744;7.270999999999999;13.827000000000002;9.514;14.235;12.744;27.198;21.503;16.967;22.625;22.625;22.625;22.625;22.625;22.625;22.625;13.827000000000002;13.827000000000002;16.358;14.99;13.866999999999999;20.598;22.297;18.881999999999998;13.902000000000001;7.270999999999999;7.270999999999999;7.270999999999999;7.270999999999999
17.756999999999998;14.572;21.718;19.993000000000002;17.756999999999998;12.654;6.9959999999999996;10.925;7.270999999999999;14.572;12.974;27.192;20.003;17.709;19.45;21.4;21.4;21.4;21.4;19.45;21.4;10.925;10.925;15.559999999999999;14.588999999999999;13.0;21.718;20.003;18.954;13.866999999999999;6.9959999999999996;6.9959999999999996;6.9959999999999996;6.9959999999999996
17.896;13.322;25.422;18.497;16.121000000000002;12.763;6.889;10.648;6.9959999999999996;13.546000000000001;13.171000000000001;25.422;18.592;16.9;18.671;20.853;18.671;20.853;18.671;18.671;18.671;10.648;10.648;13.178;14.886000000000001;10.735;25.422;18.592;18.592;13.0;6.889;6.889;6.889;6.889
17.696;13.112;18.671;17.551;15.602;12.481;6.929;14.2;6.889;13.259;13.002;18.671;17.443;16.5;14.985;19.323;14.985;19.323;14.985;14.985;14.985;14.2;14.2;13.059999999999999;14.271;9.596;18.671;17.234;17.696;10.735;6.929;6.929;6.929;6.929
17.744999999999997;11.916;17.443;17.744999999999997;15.783000000000001;11.747;6.886;10.65;6.929;12.171;11.747;17.443;17.744999999999997;16.5;14.985;18.077;14.985;18.077;14.985;14.985;14.985;10.65;10.65;11.782;14.762;8.477;17.443;17.716;17.821;9.596;6.886;6.886;6.886;6.886
18.008000000000003;11.016;17.744999999999997;18.008000000000003;14.303;11.054;6.68;11.751000000000001;6.886;11.117;11.054;17.744999999999997;18.008000000000003;16.7;14.985;18.074;14.985;18.074;14.985;14.985;14.985;11.751000000000001;11.751000000000001;11.054;14.761000000000001;6.601999999999999;17.744999999999997;16.598;18.074;8.477;6.68;6.68;6.68;6.68
17.892;11.565999999999999;17.918;19.05;14.784;11.574;6.952;13.799000000000001;6.68;11.681000000000001;11.574;17.918;19.05;16.769;19.05;19.05;19.05;19.05;19.05;19.05;19.05;13.799000000000001;13.799000000000001;11.574;14.892;6.287;17.918;17.387999999999998;19.05;6.601999999999999;6.952;6.952;6.952;6.952
18.197;11.806000000000001;19.05;18.401;14.815999999999999;11.77;7.590999999999999;11.126999999999999;6.952;11.892;11.77;21.1;19.008000000000003;17.0;19.65;20.65;20.65;20.65;20.65;19.65;20.65;11.126999999999999;11.126999999999999;11.883;15.338;8.515;19.05;17.22;18.197;6.287;7.590999999999999;7.590999999999999;7.590999999999999;7.590999999999999
18.43;12.081;19.008000000000003;20.053;15.311000000000002;11.92;11.92;10.673;7.590999999999999;12.248999999999999;11.92;26.947000000000003;20.659;19.038999999999998;22.611;22.611;22.611;22.611;22.611;22.611;22.611;10.673;10.673;12.081;15.886000000000001;13.0;19.008000000000003;18.288999999999998;20.009999999999998;8.515;7.684;7.684;7.684;11.634
18.194;13.379;20.439;20.000999999999998;15.797;12.828;12.828;11.634;7.684;13.519;13.238999999999999;26.856;20.142;21.423;25.416999999999998;25.416999999999998;25.416999999999998;25.416999999999998;25.416999999999998;25.416999999999998;25.416999999999998;11.634;11.634;13.379;15.985;13.495;20.439;18.234;20.142;13.0;7.4079999999999995;7.4079999999999995;7.4079999999999995;12.828
18.009999999999998;13.387;20.04;18.355;15.522;12.876;10.648;12.828;7.4079999999999995;13.495;13.288;28.0;18.4;21.738999999999997;21.778;21.778;21.778;21.778;21.778;21.778;21.778;12.828;12.828;13.387;15.672;13.196000000000002;20.04;17.378999999999998;18.4;13.495;7.508;7.508;7.508;10.648
17.499000000000002;13.009;18.338;17.714;15.6;12.27;6.7989999999999995;10.648;7.508;13.196000000000002;12.78;28.0;18.500999999999998;20.02;21.493000000000002;21.493000000000002;21.493000000000002;21.493000000000002;21.493000000000002;21.493000000000002;21.493000000000002;10.648;10.648;12.99;16.065;13.665000000000001;18.338;18.653;17.253;13.196000000000002;6.7989999999999995;6.7989999999999995;6.7989999999999995;6.7989999999999995
16.999000000000002;11.735;18.54;16.84;14.613999999999999;11.456;6.516;6.7989999999999995;6.7989999999999995;11.926;11.456;27.006;17.699;19.27;20.65;20.65;20.65;20.65;20.65;20.65;20.65;6.7989999999999995;6.7989999999999995;11.853;15.762;13.507;18.54;17.886000000000003;16.365000000000002;13.665000000000001;6.516;6.516;6.516;6.516
16.491999999999997;9.487;17.727;15.443000000000001;12.800999999999998;9.347;6.0009999999999994;6.516;6.516;9.653;9.347;24.61;15.443000000000001;17.0;20.5;20.5;20.5;20.5;20.5;20.5;20.5;6.516;6.516;9.487;14.056000000000001;11.516;17.727;14.966;15.406;13.507;6.0009999999999994;6.0009999999999994;6.0009999999999994;6.0009999999999994
16.398;9.25;15.357;15.003;12.378;9.171;4.991;6.0009999999999994;6.0009999999999994;9.422;9.171;20.5;15.956999999999999;12.1;19.45;19.45;19.45;19.45;19.45;19.45;19.45;6.0009999999999994;6.0009999999999994;9.203;13.813999999999998;9.308;15.357;14.725999999999999;14.636000000000001;11.516;4.991;4.991;4.991;4.991
14.725999999999999;6.93;15.666;12.693000000000001;10.331999999999999;6.854000000000001;4.332;4.991;4.991;7.075;6.854000000000001;26.901999999999997;13.021;6.220000000000001;18.654;18.654;18.654;18.654;18.654;18.654;18.654;4.991;4.991;6.923;12.777;6.95;15.666;12.498000000000001;12.501000000000001;9.308;4.332;4.332;4.332;4.332
16.196;2.8920000000000003;12.893;13.483;7.7;1.988;1.988;4.332;4.332;3.779;1.988;18.654;14.14;5.5;16.072;16.072;16.072;16.072;16.072;16.072;16.072;4.332;4.332;2.174;10.208;5.66;12.893;13.521;13.013;6.95;1.988;1.988;1.988;1.988
15.008000000000001;0.8400000000000001;13.805000000000001;12.351;8.019;0.5549999999999999;0.5549999999999999;1.988;1.988;1.319;0.5549999999999999;16.072;13.084;4.797;15.008000000000001;15.008000000000001;15.008000000000001;15.008000000000001;15.008000000000001;15.008000000000001;15.008000000000001;1.988;1.988;0.592;9.979000000000001;5.6;13.805000000000001;12.875;11.878;5.66;0.5549999999999999;0.5549999999999999;0.5549999999999999;0.5549999999999999
13.1;0.674;12.473;10.251000000000001;6.115;0.46900000000000003;0.46900000000000003;0.5549999999999999;0.5549999999999999;1.0;0.46900000000000003;15.008000000000001;10.662;4.034000000000001;13.1;13.1;13.1;13.1;13.1;13.1;13.1;0.5549999999999999;0.5549999999999999;0.5660000000000001;9.943999999999999;5.6;12.473;10.164;9.913;5.6;0.46900000000000003;0.46900000000000003;0.46900000000000003;0.46900000000000003
12.919999999999998;0.135;10.176;11.721;6.171;0.01;0.01;0.46900000000000003;0.46900000000000003;0.627;0.01;13.1;11.42;3.1;12.919999999999998;12.919999999999998;12.919999999999998;12.919999999999998;12.919999999999998;12.919999999999998;12.919999999999998;0.46900000000000003;0.46900000000000003;0.01;9.811;5.57;10.176;10.703;11.859;5.6;0.01;0.01;0.01;0.01
12.927000000000001;0.372;11.091;10.729000000000001;6.0009999999999994;0.273;0.273;0.01;0.01;0.76;0.20299999999999999;12.919999999999998;10.806999999999999;2.1;13.35;13.35;13.35;13.35;13.35;13.35;13.35;0.01;0.01;0.273;9.783;5.66;11.091;10.181999999999999;10.709;5.57;0.273;0.273;0.273;0.273
13.947999999999999;2.6510000000000002;10.386;12.314;7.825;2.494;2.494;0.273;0.273;3.002;2.494;13.35;12.356;4.5009999999999994;15.15;15.15;15.15;15.15;15.15;15.15;15.15;0.273;0.273;2.555;10.309000000000001;9.112;10.386;11.773;12.295;5.66;2.494;2.494;2.494;2.494
17.438;8.733;11.956999999999999;18.025;13.212;8.572;3.601;2.494;2.494;9.112;8.572;16.282;18.025;9.745999999999999;18.009999999999998;18.009999999999998;18.009999999999998;18.009999999999998;18.009999999999998;18.009999999999998;18.009999999999998;2.494;2.494;8.572;12.504999999999999;11.891;11.956999999999999;17.262999999999998;18.009999999999998;9.112;3.601;3.601;3.601;3.601
18.192;11.535;18.025;19.204;16.0;11.155;5.997999999999999;9.831999999999999;3.601;11.891;11.155;33.3;19.567;16.243000000000002;19.2;19.2;19.2;19.2;19.2;19.2;19.2;9.831999999999999;9.831999999999999;11.535;13.868;12.209999999999999;18.025;19.48;19.2;11.891;5.997999999999999;5.997999999999999;5.997999999999999;5.997999999999999
18.994;11.943000000000001;19.567;21.78;15.522;10.683;6.518000000000001;12.501000000000001;5.997999999999999;12.099;10.683;33.3;21.78;17.3;22.351;22.351;22.351;22.351;22.351;22.351;22.351;12.501000000000001;12.501000000000001;13.86;14.056000000000001;12.0;19.567;21.78;22.195;12.209999999999999;6.518000000000001;6.518000000000001;6.518000000000001;6.518000000000001
18.227;11.949;22.108;20.177;17.000999999999998;9.783;6.503;12.501999999999999;6.518000000000001;12.0;9.783;22.351;20.796;18.5;20.796;20.796;20.796;20.796;20.796;20.796;20.796;12.501999999999999;12.501999999999999;15.66;13.583000000000002;10.284;22.108;20.962;20.009999999999998;12.0;6.503;6.503;6.503;6.503
17.892;10.284;20.796;19.186;15.278;9.981;6.63;12.503;6.503;10.284;8.474;20.796;19.506999999999998;17.084;18.999000000000002;18.999000000000002;18.999000000000002;18.999000000000002;18.999000000000002;18.999000000000002;18.999000000000002;12.503;12.503;11.0;11.308;9.86;20.796;19.506999999999998;18.999000000000002;10.284;6.63;6.63;6.63;6.63
17.141;9.946;19.506999999999998;18.127000000000002;14.462;10.11;6.672;10.934000000000001;6.63;10.091;8.738;19.506999999999998;18.127000000000002;15.5;18.11;18.11;18.11;18.11;18.11;18.11;18.11;10.934000000000001;10.934000000000001;11.192;11.308;8.567;19.506999999999998;18.127000000000002;18.11;9.86;6.672;6.672;6.672;6.672
17.462;9.047;18.127000000000002;17.584;13.725;10.019;6.659999999999999;10.586;6.672;9.128;7.587999999999999;18.127000000000002;17.759999999999998;15.209;17.462;17.462;17.462;17.462;17.462;17.462;17.462;10.586;10.586;10.67;11.308;8.159;18.127000000000002;17.801;17.462;8.567;6.659999999999999;6.659999999999999;6.659999999999999;6.659999999999999
17.516;9.24;17.493000000000002;17.786;13.979;9.964;7.084999999999999;11.308;6.659999999999999;9.24;8.184000000000001;17.494;17.786;14.8;17.516;17.516;17.516;17.516;17.516;17.516;17.516;11.308;11.308;10.287;12.554;7.034000000000001;17.493000000000002;17.752000000000002;17.516;8.159;7.084999999999999;7.084999999999999;7.084999999999999;7.084999999999999
17.95;10.0;18.837;18.192;13.5;10.077;7.376;12.504000000000001;7.084999999999999;10.068000000000001;8.82;18.837;17.95;14.138;17.95;17.95;17.95;17.95;17.95;17.95;17.95;12.504000000000001;12.504000000000001;11.024;13.111;7.0760000000000005;18.837;17.794;17.95;7.034000000000001;7.376;7.376;7.376;7.376
18.097;10.147;20.646;19.238999999999997;12.184999999999999;10.213;9.289;7.376;7.376;10.243;9.518;20.646;19.144;13.797;18.77;18.77;18.77;18.77;18.77;18.77;18.77;7.376;7.376;10.866;13.022;9.418000000000001;20.646;16.288999999999998;18.097;7.0760000000000005;7.444;7.444;9.289;9.289
18.097;10.190999999999999;27.201;21.381;12.277;10.143;9.67;12.501000000000001;7.444;10.23;9.908;27.201;22.932;17.2;19.808;19.808;19.808;19.808;19.808;19.808;19.808;12.501000000000001;12.501000000000001;10.791;14.081999999999999;12.062999999999999;27.201;17.856;19.808;9.418000000000001;7.481;7.481;9.67;9.67
18.515;12.221;29.7;19.434;13.484;11.201;10.994;10.59;7.481;12.062999999999999;11.201;29.7;19.434;20.568;23.089;23.089;23.089;23.089;23.089;23.089;23.089;10.59;10.59;13.0;13.869;13.288999999999998;29.7;16.568;17.929;12.062999999999999;7.639;7.639;10.994;10.994
18.61;13.737;28.53;18.744;14.705000000000002;11.949;11.662;10.994;7.639;13.288999999999998;11.949;28.53;19.252000000000002;18.8;20.015;20.015;20.015;20.015;20.015;20.015;20.015;10.994;10.994;14.45;12.802000000000001;14.143;28.53;19.128999999999998;18.119999999999997;13.288999999999998;7.865;7.865;11.662;11.662
17.009999999999998;11.89;20.916999999999998;19.14;14.234;10.079;9.837;11.662;7.865;11.734;10.079;25.75;20.77;18.5;19.580000000000002;19.580000000000002;19.580000000000002;19.580000000000002;19.580000000000002;19.580000000000002;19.580000000000002;11.662;11.662;13.0;14.181000000000001;14.222;20.916999999999998;21.628;18.119999999999997;14.143;7.981999999999999;7.981999999999999;9.837;9.837
17.009999999999998;11.495999999999999;21.288;19.729;14.358;9.934999999999999;7.4079999999999995;9.837;7.981999999999999;11.571;9.934999999999999;27.769;22.002000000000002;16.066;18.55;18.55;18.55;18.55;18.55;18.55;18.55;9.837;9.837;13.113999999999999;13.718;11.474;21.288;23.705000000000002;18.336000000000002;14.222;7.4079999999999995;7.4079999999999995;7.4079999999999995;7.4079999999999995
17.898;8.657;22.908;16.712;11.331999999999999;8.477;7.45;7.4079999999999995;7.4079999999999995;8.909;8.477;26.925;17.898;8.925;18.137999999999998;18.137999999999998;18.137999999999998;18.137999999999998;18.137999999999998;18.137999999999998;18.137999999999998;7.4079999999999995;7.4079999999999995;8.6;11.606;10.479000000000001;22.908;17.43;16.085;11.474;7.45;7.45;7.45;7.45
17.0;7.4510000000000005;17.729;15.841999999999999;10.27;7.043000000000001;6.684;7.45;7.45;7.68;7.043000000000001;18.137999999999998;16.903;3.918;17.75;17.75;17.75;17.75;17.75;17.75;17.75;7.45;7.45;7.409999999999999;10.738;6.132;17.729;17.475;15.276;10.479000000000001;6.684;6.684;6.684;6.684
16.339;4.235;16.602;15.375;8.056000000000001;3.957;4.2490000000000006;6.684;6.684;4.689;3.957;21.3;16.907;2.1;17.25;17.25;17.25;17.25;17.25;17.25;17.25;6.684;6.684;4.0409999999999995;9.784;5.983;16.602;18.111;14.524000000000001;6.132;4.2490000000000006;4.2490000000000006;4.2490000000000006;4.2490000000000006
13.902000000000001;3.3810000000000002;16.528;11.277;8.774;3.2640000000000002;3.2640000000000002;4.2490000000000006;4.2490000000000006;3.658;3.2640000000000002;17.25;11.74;0.969;17.234;17.234;17.234;17.234;17.234;17.234;17.234;4.2490000000000006;4.2490000000000006;3.2920000000000003;9.548;4.42;16.528;11.126000000000001;11.029;5.983;3.2640000000000002;3.2640000000000002;3.2640000000000002;3.2640000000000002
12.4;1.8809999999999998;11.495999999999999;10.106;8.071;1.6989999999999998;2.1870000000000003;3.2640000000000002;3.2640000000000002;2.221;1.6989999999999998;17.234;10.683;0.45899999999999996;16.956;16.956;16.956;16.956;16.956;16.956;16.956;3.2640000000000002;3.2640000000000002;1.72;9.187000000000001;3.905;11.495999999999999;10.225;9.778;4.42;2.1870000000000003;2.1870000000000003;2.1870000000000003;2.1870000000000003
11.993;1.192;10.433;9.442;8.599;0.9;1.654;2.1870000000000003;2.1870000000000003;1.5390000000000001;0.9;16.956;9.873000000000001;0.0;16.942;16.942;16.942;16.942;16.942;16.942;16.942;2.1870000000000003;2.1870000000000003;1.043;7.779999999999999;3.9;10.433;9.241;9.172;3.905;1.654;1.654;1.654;1.654
12.406;0.275;9.589;8.924;5.622999999999999;0.265;1.846;1.654;1.654;0.503;0.202;16.942;9.211;0.0;15.674000000000001;15.674000000000001;15.674000000000001;15.674000000000001;15.674000000000001;15.674000000000001;15.674000000000001;1.654;1.654;0.265;8.417;3.87;9.589;8.294;8.703;3.9;1.846;1.846;1.846;1.846
13.908000000000001;0.344;8.940999999999999;10.012;6.32;0.335;2.482;1.846;1.846;0.5980000000000001;0.261;15.674000000000001;10.334;0.0;16.35;16.35;16.35;16.35;16.35;16.35;16.35;1.846;1.846;0.335;7.575;3.9;8.940999999999999;9.297;9.767;3.87;2.482;2.482;2.482;2.482
15.671000000000001;2.586;10.035;13.027000000000001;8.120999999999999;2.5260000000000002;3.032;2.482;2.482;2.891;2.5260000000000002;16.35;12.114;3.7;17.299;17.299;17.299;17.299;17.299;17.299;17.299;2.482;2.482;2.57;9.549;5.892;10.035;10.654;12.162;3.9;3.032;3.032;3.032;3.032
17.009999999999998;5.587;17.299;15.875;10.103;5.474;5.609;3.032;3.032;5.892;5.474;17.299;13.775;9.5;18.500999999999998;18.500999999999998;18.500999999999998;18.500999999999998;18.500999999999998;18.500999999999998;18.500999999999998;3.032;3.032;5.55;10.228;9.258;17.299;11.976;14.502;5.892;5.609;5.609;5.609;5.609
19.454;8.958;24.811;18.25;13.678999999999998;8.788;8.577;8.504999999999999;5.609;9.258;8.788;24.811;17.131999999999998;14.5;22.916;22.916;22.916;22.916;22.916;22.916;22.916;8.504999999999999;8.504999999999999;8.865;12.855;11.133;24.811;15.985;17.23;9.258;8.577;8.577;8.577;8.577
19.799;10.998999999999999;24.968;19.641;14.112;10.595;9.559999999999999;10.001000000000001;8.577;11.133;10.595;24.968;18.073;16.5;29.5;29.5;29.5;29.5;29.5;29.5;29.5;10.001000000000001;10.001000000000001;11.243;13.638;10.603;24.968;15.846;18.158;11.133;9.559999999999999;9.559999999999999;9.559999999999999;9.559999999999999
19.796;10.49;29.5;18.405;13.916999999999998;10.064;9.823;10.593;9.559999999999999;10.603;10.064;29.5;16.951;18.411;25.456;25.456;25.456;25.456;25.456;25.456;25.456;10.593;10.593;10.706999999999999;13.850999999999999;9.873999999999999;29.5;15.637;17.366999999999997;10.603;9.823;9.823;9.823;9.823
